tªn thuéc tÝnh	Cã Ph¶I Lµ TiÒn Tè Hay Kh«ng	 Ngò  Hµnh Yªu Cçu 	Yªu Cçu CÊp §é	ID Thuéc TÝnh 	Tham Sè 1 Tèi ThiÓu	Tham Sè 1 Tèi ®a	Tham Sè 2 Tèi ThiÓu	Tham Sè 2 Tèi ®a	Tham Sè 3 Tèi thiÓu	Tham Sè 3 tèi ®a	HiÖu Qu¶ ThuyÕt Minh
Kh¸ng §éc  8				101	5	15	-1	-1	0	0	0
Néi  Lùc				89	80	120	-1	-1	0	0	0
tèc ®é di chuyÓn				111	20	30	-1	-1	0	0	0
Gi¶m Thêi Gian lµm chËm %				106	20	30	-1	-1	0	0	0
Kh¸ng TÊt C¶				114	2	5	-1	-1	0	0	0
Sinh Lùc				85	60	80	-1	-1	0	0	0
Néi  Lùc				89	60	80	-1	-1	0	0	0
Sinh Lùc				85	33	33	-1	-1	0	0	0
phßng thñ vËt lý				104	30	30	-1	-1	0	0	0
Thêi  Gian Phôc Håi(HiÖn) 				113	50	50	-1	-1	0	0	0
Sinh Lùc				85	187	187	-1	-1	0	0	0
Kh¸ng TÊt C¶				114	20	20	-1	-1	0	0	0
Kh¸ng Háa8				102	11	11	-1	-1	0	0	0
Néi  Lùc				89	88	88	-1	-1	0	0	0
Sinh KhÝ (§iÓm)				99	2	2	-1	-1	0	0	0
ThÓ  Lùc				93	41	41	-1	-1	0	0	0
phßng thñ vËt lý				104	25	25	-1	-1	0	0	0
Sinh Lùc				85	68	68	-1	-1	0	0	0
Gi¶m Thêi Gian lµm chËm %				106	20	20	-1	-1	0	0	0
Sinh Lùc				85	30	30	-1	-1	0	0	0
Kh¸ng L«i 7				103	30	30	-1	-1	0	0	0
ThÓ Lùc				93	96	96	-1	-1	0	0	0
Phôc Håi ThÓ Lùc				96	2	2	-1	-1	0	0	0
Gi¶m Thêi Gian lµm chËm %				106	100	100	-1	-1	0	0	0
ThÓ Lùc				93	17	17	-1	-1	0	0	0
Sinh Lùc				85	41	41	-1	-1	0	0	0
Kh¸ng Háa9				102	25	25	-1	-1	0	0	0
tèc ®é di chuyÓn				111	37	37	-1	-1	0	0	0
Sinh KhÝ (§iÓm)				99	6	6	-1	-1	0	0	0
Néi Lùc				89	69	69	-1	-1	0	0	0
Sinh KhÝ (§iÓm)				99	4	4	-1	-1	0	0	0
TØ LÖ c«ng kÝch chÝnh x¸c 				166	249	249	-1	-1	0	0	0
s¸t th­¬ng vËt lý hÖ Ngo¹i c«ng %				126	94	94	-1	-1	6	6	0
S¸t th­¬ng vËt lÝ ngo¹i c«ng (§iÓm)				121	31	31	-1	-1	0	0	0
Hót sinh lùc ®èi ph­¬ng				136	7	7	-1	-1	0	0	0
B¨ng S¸t Ngo¹i C«ng §iÓm 				123	115	115	-1	-1	0	0	0
Sinh Lùc				85	181	181	-1	-1	0	0	0
Håi Phôc Sinh Lùc				88	6	6	-1	-1	0	0	0
Gi¶m Thêi Gian lµm chËm %				106	40	40	-1	-1	0	0	0
Néi Lùc				89	139	139	-1	-1	0	0	0
Th©n Ph¸p (§iÓm)				98	20	20	-1	-1	0	0	0
Thêi  Gian Phôc Håi(HiÖn) 				113	40	40	-1	-1	0	0	0
Håi Phôc Sinh Lùc				88	5	5	-1	-1	0	0	0
Gi¶m §I THêi Gian Cho¸ng				110	40	40	-1	-1	0	0	0
Sinh Lùc				85	188	188	-1	-1	0	0	0
Sinh Lùc				85	187	187	-1	-1	0	0	0
Néi Lùc				89	191	191	-1	-1	0	0	0
Sinh Lùc				85	180	180	-1	-1	0	0	0
Néi Lùc				89	132	132	-1	-1	0	0	0
tèc ®é di chuyÓn				111	40	40	-1	-1	0	0	0
Sinh Lùc				85	200	200	-1	-1	0	0	0
Sinh KhÝ (§iÓm)				99	19	19	-1	-1	0	0	0
S¸t Th­¬ng §Þch NhËn §­îc Kinh NghiÖm %				176	15	25	-1	-1	0	0	0
Kh¸ng TÊt C¶				114	8	12	-1	-1	0	0	0
Gi¶m §I THêi GIan Tróng §éc				108	50	80	-1	-1	0	0	0
Gi¶m §I THêi Gian Cho¸ng				110	30	40	-1	-1	0	0	0
Sinh Lùc				85	200	300	-1	-1	0	0	0
Kh¸ng L«i 8				103	30	35	-1	-1	0	0	0
Gi¶m §I THêi GIan Tróng §éc				108	30	50	-1	-1	0	0	0
Néi Lùc				89	200	300	-1	-1	0	0	0
B¨ng T©m()KNVC				139	1	3	-1	-1	337	337	0
Gi¶m §I THêi Gian Cho¸ng				110	30	50	-1	-1	0	0	0
Kh¸ng §éc 9				101	30	50	-1	-1	0	0	0
TÊn c«ng chÝ m¹ng				70	3	5	-1	-1	0	0	0
TÊn c«ng chÝ m¹ng				70	5	8	-1	-1	0	0	0
B¨ng  S¸t Néi C«ng (§iÓm)				169	80	120	-1	-1	0	0	0
HuyÒn Thiªn V« Cùc KNVC				139	1	3	-1	-1	630	630	0
Sinh Lùc				85	299	299	-1	-1	0	0	0
Néi Lùc				89	299	299	-1	-1	0	0	0
Sinh Lùc				85	80	160	-1	-1	0	0	0
Kh¸ng TÊt C¶				114	3	5	-1	-1	0	0	0
Kh¸ng L«i 9				103	5	10	-1	-1	0	0	0
Thêi  Gian Phôc Håi(HiÖn) 				113	60	60	-1	-1	0	0	0
Néi Lùc				89	200	200	-1	-1	0	0	0
tèc ®é di chuyÓn				111	60	60	-1	-1	0	0	0
Gi¶m Thêi Gian lµm chËm %				106	30	40	-1	-1	0	0	0
Kh¸ng L«i 10				103	20	25	-1	-1	0	0	0
Gi¶m Thêi Gian lµm chËm %				106	30	50	-1	-1	0	0	0
Kh¸ng TÊt C¶				114	12	12	-1	-1	0	0	0
Néi Lùc				89	80	80	-1	-1	0	0	0
Kh¸ng B¨ng  8				105	24	24	-1	-1	0	0	0
Kh¸ng §éc 10				101	24	24	-1	-1	0	0	0
Kh¸ng Háa10				102	24	24	-1	-1	0	0	0
s¸t th­¬ng vËt lý hÖ Ngo¹i c«ng %				126	135	135	-1	-1	6	6	0
tèc ®é ®¸nh ngo¹i c«ng				115	36	36	-1	-1	0	0	0
TØ LÖ c«ng kÝch chÝnh x¸c 				166	560	560	-1	-1	0	0	0
S¸t th­¬ng vËt lÝ ngo¹i c«ng (§iÓm)				121	56	56	-1	-1	0	0	0
Hót Néi lùc ®èi ph­¬ng				137	6	6	-1	-1	0	0	0
TuyÖt Ma  Thiªn L¸i 2KNVC				139	3	3	-1	-1	273	273	0
Sinh Lùc				85	160	160	-1	-1	0	0	0
s¸t th­¬ng vËt lý hÖ Ngo¹i c«ng %				126	120	120	-1	-1	6	6	0
Bá Qua NÐ Tr¸nh 3				58	2	2	-1	-1	0	0	0
TØ LÖ c«ng kÝch chÝnh x¸c 				166	240	240	-1	-1	0	0	0
s¸t th­¬ng vËt lý hÖ Ngo¹i c«ng %				126	80	80	-1	-1	6	6	0
S¸t th­¬ng vËt lÝ ngo¹i c«ng (§iÓm)				121	40	40	-1	-1	0	0	0
Hót sinh lùc ®èi ph­¬ng				136	6	6	-1	-1	0	0	0
B¨ng S¸t Ngo¹i C«ng §iÓm 				123	100	100	-1	-1	0	0	0
Sinh KhÝ (§iÓm)				99	0	0	-1	-1	0	0	0
TØ LÖ c«ng kÝch chÝnh x¸c 				166	320	320	-1	-1	0	0	0
 B¨ng  Ph¸pV« 2KNVC				139	3	3	-1	-1	252	252	0
B¨ng Cèt TuyÕt T©m 12KNVC				139	3	3	-1	-1	114	114	0
Sinh Lùc				85	360	360	-1	-1	0	0	0
Tèc §é ®¸nh néi c«ng(HiÖn)				116	36	36	-1	-1	0	0	0
Thóy Yªn Song  §ao 2KNVC				139	3	3	-1	-1	97	97	0
B¨ng  S¸t Néi C«ng (§iÓm)				169	260	260	-1	-1	0	0	0
Néi Lùc				89	360	360	-1	-1	0	0	0
tèc ®é ®¸nh ngo¹i c«ng				115	29	29	-1	-1	0	0	0
§éc S¸t Ngo¹i C«ng (§iÓm)				125	27	27	-1	-1	0	0	0
tèc ®é ®¸nh ngo¹i c«ng				115	56	56	-1	-1	0	0	0
T©m Nh·n 2KNVC				139	3	3	-1	-1	48	48	0
Tóy §Üa Cuång Vò2KNVC				139	3	3	-1	-1	130	130	0
Thiªn Ma Gi¶i ThÓ2KNVC				139	3	3	-1	-1	150	150	0
Th¸i Cùc ThÇn C«ng  2KNVC				139	3	3	-1	-1	166	166	0
s¸t th­¬ng vËt lý hÖ Ngo¹i c«ng %				126	100	100	-1	-1	6	6	0
suong ngao con lon2KNVC				139	3	3	-1	-1	275	275	0
Th©n Ph¸p (§iÓm)				98	2	2	-1	-1	0	0	0
Néi Lùc				89	170	170	-1	-1	0	0	0
Søc M¹nh (§iÓm)				97	2	2	-1	-1	0	0	0
Sinh Lùc				85	170	170	-1	-1	0	0	0
ThÓ Lùc				93	210	210	-1	-1	0	0	0
May M¾n 6				135	30	30	-1	-1	0	0	0
Néi Lùc				89	210	210	-1	-1	0	0	0
ThÓ Lùc				93	170	170	-1	-1	0	0	0
Sinh Lùc				85	210	210	-1	-1	0	0	0
Kh¸ng TÊt C¶				114	10	10	-1	-1	0	0	0
S¸t Th­¬ng §Þch NhËn §­îc Kinh NghiÖm %				176	20	20	-1	-1	0	0	0
Sinh Lùc				85	100	100	-1	-1	0	0	0
S¸t Th­¬ng §Þch NhËn §­îc Kinh NghiÖm %				176	300	300	-1	-1	0	0	0
Thêi  Gian Phôc Håi(HiÖn) 				113	56	56	-1	-1	0	0	0
thieu lam quyen phap2KNVC				139	3	3	-1	-1	8	8	0
phßng thñ vËt lý				104	28	28	-1	-1	0	0	0
Néi Lùc				89	180	180	-1	-1	0	0	0
§¹t Ma §é Giang2KNVC				139	3	3	-1	-1	318	318	0
Sinh Lùc				85	35	35	-1	-1	0	0	0
Sinh KhÝ (§iÓm)				99	3	3	-1	-1	0	0	0
B¨ng  S¸t Néi C«ng (§iÓm)				169	180	180	-1	-1	0	0	0
Nga Mi Ch­ëng  Ph¸p2KNVC				139	3	3	-1	-1	79	79	0
 PhËt quang Phæ ChiÕu 2KNVC				139	3	3	-1	-1	91	91	0
Kh¸ng L«i 11				103	28	28	-1	-1	0	0	0
Méng §iÖp 2KNVC				139	3	3	-1	-1	89	89	0
phßng thñ vËt lý				104	22	22	-1	-1	0	0	0
Kh¸ng TÊt C¶				114	30	30	-1	-1	0	0	0
thêi gian ®éc ph¸t -%				164	18	18	-1	-1	0	0	0
Sinh KhÝ (§iÓm)				99	36	36	-1	-1	0	0	0
tèc ®é di chuyÓn				111	45	45	-1	-1	0	0	0
Kh¸ng L«i 12				103	3	3	-1	-1	0	0	0
V¹n Cèt HuyÕt T©m 2KNVC				139	3	3	-1	-1	73	73	0
Kh¸ng §éc 11				101	45	45	-1	-1	0	0	0
Cöu Thiªn Cuång «i2KNVC				139	3	3	-1	-1	67	67	0
§éc Ch©m 2KNVC				139	3	3	-1	-1	303	303	0
§Þa Háa2KNVC				139	3	3	-1	-1	347	347	0
Néi Lùc				89	30	30	-1	-1	0	0	0
Thêi  Gian Phôc Håi(HiÖn) 				113	48	48	-1	-1	0	0	0
Kh¸ng Long Huu H«i2KNVC				139	3	3	-1	-1	128	128	0
ThÖ Hån Lo¹n t©mT©m2KNVC				139	3	3	-1	-1	391	391	0
Phi Hång V« TÞch 2KNVC				139	3	3	-1	-1	140	140	0
Kh¸ng B¨ng  9				105	28	28	-1	-1	0	0	0
Bi Thiªn Thanh Phong2KNVC				139	3	3	-1	-1	364	364	0
tèc ®é di chuyÓn				111	56	56	-1	-1	0	0	0
Th«i S¬n §iÒn h¶i 2KNVC				139	3	3	-1	-1	138	138	0
Long ThÊt 2KNVC				139	3	3	-1	-1	148	148	0
Thiªn §Þa V« Cùc 2KNVC				139	3	3	-1	-1	365	365	0
b¾c CÊp Nhi Phôc  Phôc2KNVC				139	3	3	-1	-1	164	164	0
Kh¸ng §éc 12				101	28	28	-1	-1	0	0	0
V« Ng· V« KiÕm KiÕm 2KNVC				139	3	3	-1	-1	165	165	0
Gi¶m §I THêi GIan Tróng §éc				108	36	36	-1	-1	0	0	0
Thiªn Thanh §Þa Träc 2KNVC				139	3	3	-1	-1	173	173	0
Thanh  Phong  Phï 2KNVC				139	3	3	-1	-1	171	171	0
 Chó 2KNVC				139	3	3	-1	-1	392	392	0
Bc  Minh §¸o h¶i 2KNVC				139	3	3	-1	-1	393	393	0
Sinh Lùc				85	199	199	-1	-1	0	0	0
Sinh Lùc				85	49	49	-1	-1	0	0	0
Gi¶m Thêi Gian lµm chËm %				106	50	50	-1	-1	0	0	0
Gi¶m §I THêi GIan Tróng §éc				108	80	80	-1	-1	0	0	0
Néi Lùc				89	199	199	-1	-1	0	0	0
Kh¸ng B¨ng  10				105	30	30	-1	-1	0	0	0
Kh¸ng §éc 13				101	30	30	-1	-1	0	0	0
Kh¸ng Háa11				102	30	30	-1	-1	0	0	0
Kh¸ng B¨ng  11				105	20	20	-1	-1	0	0	0
Kh¸ng §éc 14				101	20	20	-1	-1	0	0	0
Kh¸ng Háa12				102	20	20	-1	-1	0	0	0
Sinh Lùc				85	60	60	-1	-1	0	0	0
Thêi  Gian Phôc Håi(HiÖn) 				113	30	30	-1	-1	0	0	0
Sinh Lùc				85	-49	-49	-1	-1	0	0	0
phßng thñ vËt lý				104	20	20	-1	-1	0	0	0
tèc ®é di chuyÓn				111	30	30	-1	-1	0	0	0
Gi¶m Thêi Gian lµm chËm %				106	30	30	-1	-1	0	0	0
Gi¶m §I THêi GIan Tróng §éc				108	40	40	-1	-1	0	0	0
Kh¸ng TÊt C¶				114	10	10	-1	-1	0	0	0
Néi Lùc				89	60	60	-1	-1	0	0	0
Kh¸ng B¨ng  12				105	20	20	-1	-1	0	0	0
Kh¸ng §éc 15				101	20	20	-1	-1	0	0	0
Kh¸ng Háa13				102	20	20	-1	-1	0	0	0
Sinh Lùc				85	200	200	-1	-1	0	0	0
Thêi  Gian Phôc Håi(HiÖn) 				113	50	50	-1	-1	0	0	0
Sinh Lùc				85	50	50	-1	-1	0	0	0
phßng thñ vËt lý				104	30	30	-1	-1	0	0	0
tèc ®é di chuyÓn				111	45	45	-1	-1	0	0	0
Gi¶m Thêi Gian lµm chËm %				106	50	50	-1	-1	0	0	0
Gi¶m §I THêi GIan Tróng §éc				108	80	80	-1	-1	0	0	0
Kh¸ng TÊt C¶				114	20	20	-1	-1	0	0	0
Néi Lùc				89	200	200	-1	-1	0	0	0
Kh¸ng B¨ng  13				105	30	30	-1	-1	0	0	0
Kh¸ng §éc 16				101	30	30	-1	-1	0	0	0
Kh¸ng Háa14				102	30	30	-1	-1	0	0	0
Gi¶m §I THêi GIan Tróng §éc				108	40	40	-1	-1	0	0	0
Søc M¹nh (§iÓm)				97	24	24	-1	-1	0	0	0
Sinh Lùc				85	240	240	-1	-1	0	0	0
Kh¸ng TÊt C¶				114	5	5	-1	-1	0	0	0
Kh¸ng §éc 17				101	25	25	-1	-1	0	0	0
Gi¶m Thêi Gian lµm chËm %				106	40	40	-1	-1	0	0	0
Néi C«ng (§iÓm)				100	24	24	-1	-1	0	0	0
phßng thñ vËt lý				104	25	25	-1	-1	0	0	0
Søc M¹nh (§iÓm)				97	1	1	-1	-1	0	0	0
Th©n Ph¸p (§iÓm)				98	1	1	-1	-1	0	0	0
Th©n Ph¸p (§iÓm)				98	-5	-5	-1	-1	0	0	0
Sinh Lùc				85	160	160	-1	-1	0	0	0
ThÓ Lùc				93	160	160	-1	-1	0	0	0
May M¾n 7				135	20	20	-1	-1	0	0	0
Néi Lùc				89	160	160	-1	-1	0	0	0
ThÓ Lùc				93	200	200	-1	-1	0	0	0
Søc M¹nh (§iÓm)				97	-25	-25	-1	-1	0	0	0
Thêi  Gian Phôc Håi(HiÖn) 				113	50	60	-1	-1	0	0	0
Gi¶m §I THêi Gian Cho¸ng				110	20	40	-1	-1	0	0	0
L«i  S¸t Néi C«ng				171	400	500	-1	-1	0	0	0
tèc ®é di chuyÓn				111	45	60	-1	-1	0	0	0
tèc ®é di chuyÓn				111	50	70	-1	-1	0	0	0
thêi gian ®éc ph¸t -%				164	20	25	-1	-1	0	0	0
§éc S¸t Ngo¹i C«ng (§iÓm)				125	40	50	-1	-1	0	0	0
s¸t th­¬ng vËt lý hÖ Ngo¹i c«ng %				126	120	150	-1	-1	6	6	0
s¸t th­¬ng vËt lý hÖ Ngo¹i c«ng %				126	160	200	-1	-1	6	6	0
S¸t th­¬ng vËt lÝ ngo¹i c«ng (§iÓm)				121	60	70	-1	-1	0	0	0
S¸t th­¬ng vËt lÝ ngo¹i c«ng (§iÓm)				121	70	80	-1	-1	0	0	0
Hót Néi lùc ®èi ph­¬ng				137	6	10	-1	-1	0	0	0
Kh¸ng B¨ng  14				105	30	35	-1	-1	0	0	0
Kh¸ng §éc 18				101	30	35	-1	-1	0	0	0
Kh¸ng Háa15				102	30	35	-1	-1	0	0	0
TØ LÖ c«ng kÝch chÝnh x¸c 				166	300	400	-1	-1	0	0	0
TØ LÖ c«ng kÝch chÝnh x¸c 				166	400	500	-1	-1	0	0	0
TØ LÖ c«ng kÝch chÝnh x¸c 				166	500	600	-1	-1	0	0	0
TØ LÖ c«ng kÝch chÝnh x¸c 				166	600	700	-1	-1	0	0	0
TØ LÖ c«ng kÝch chÝnh x¸c 				166	700	800	-1	-1	0	0	0
B¨ng  S¸t Néi C«ng (§iÓm)				169	100	200	-1	-1	0	0	0
B¨ng  S¸t Néi C«ng (§iÓm)				169	500	600	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	100	200	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	240	300	-1	-1	0	0	0
Néi Lùc				89	150	200	-1	-1	0	0	0
Néi Lùc				89	240	300	-1	-1	0	0	0
Néi Lùc				89	350	400	-1	-1	0	0	0
Néi Lùc				89	450	500	-1	-1	0	0	0
Néi Lùc				89	500	600	-1	-1	0	0	0
phßng thñ vËt lý				104	10	15	-1	-1	0	0	0
phßng thñ vËt lý				104	5	10	-1	-1	0	0	0
Sinh Lùc				85	150	200	-1	-1	0	0	0
Sinh Lùc				85	240	300	-1	-1	0	0	0
Sinh Lùc				85	350	400	-1	-1	0	0	0
Sinh Lùc				85	450	500	-1	-1	0	0	0
Sinh Lùc				85	500	600	-1	-1	0	0	0
Sinh KhÝ (§iÓm)				99	15	25	-1	-1	0	0	0
Sinh KhÝ (§iÓm)				99	20	30	-1	-1	0	0	0
Sinh KhÝ (§iÓm)				99	40	50	-1	-1	0	0	0
C«n Lu©n KiÕm  Ph¸p2KNVC				139	3	3	-1	-1	168	168	0
Long Trao Ho Trao2KNVC				139	3	3	-1	-1	271	271	0
TØ LÖ c«ng kÝch chÝnh x¸c 				166	900	1000	-1	-1	0	0	0
§éc S¸t Ngo¹i C«ng (§iÓm)				125	30	40	-1	-1	0	0	0
L«i  S¸t Néi C«ng				171	700	800	-1	-1	0	0	0
B¨ng  S¸t Néi C«ng (§iÓm)				169	150	200	-1	-1	0	0	0
B¨ng  S¸t Néi C«ng (§iÓm)				169	300	400	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	100	200	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	350	400	-1	-1	0	0	0
B¨ng  S¸t Néi C«ng (§iÓm)				169	350	400	-1	-1	0	0	0
B¨ng  S¸t Néi C«ng (§iÓm)				169	700	800	-1	-1	0	0	0
L«i  S¸t Néi C«ng				171	500	600	-1	-1	0	0	0
Sinh Lùc				85	100	160	-1	-1	0	0	0
Kh¸ng L«i 13				103	15	15	-1	-1	0	0	0
phßng thñ vËt lý				104	30	35	-1	-1	0	0	0
Kh¸ng L«i 14				103	35	40	-1	-1	0	0	0
Gi¶m Thêi Gian lµm chËm %				106	50	60	-1	-1	0	0	0
Gi¶m §I THêi GIan Tróng §éc				108	40	60	-1	-1	0	0	0
Gi¶m §I THêi GIan Tróng §éc				108	60	90	-1	-1	0	0	0
Gi¶m §I THêi Gian Cho¸ng				110	40	60	-1	-1	0	0	0
TÊn c«ng chÝ m¹ng				70	5	7	-1	-1	0	0	0
TÊn c«ng chÝ m¹ng				70	7	10	-1	-1	0	0	0
b¸ch §éc Xuyªn T©m2KNVC				139	3	3	-1	-1	384	384	0
Kh¸ng §éc 19				101	35	55	-1	-1	0	0	0
Tinh TÊn ChiÕn ý2KNVC				139	3	3	-1	-1	36	36	0
B¨ng T©m2KNVC				139	3	3	-1	-1	337	337	0
Thiªn §Þa V« Cùc 2KNVC				139	3	3	-1	-1	359	359	0
Lo¹n hoµn kÝch 2KNVC				139	3	3	-1	-1	361	361	0
Hang long bat vu2KNVC				139	3	3	-1	-1	14	14	0
Kim Cang Phuc Ma2KNVC				139	3	3	-1	-1	10	10	0
 Trao Long QuyÕt 2KNVC				139	3	3	-1	-1	29	29	0
Håi Phong L¹c2KNVC				139	3	3	-1	-1	30	30	0
Kinh Loi Trao2KNVC				139	3	3	-1	-1	34	34	0
NhÊt DiÖp Tri Thu 2KNVC				139	3	3	-1	-1	85	85	0
 Phong Hoa TuyÕt NguyÖt 2KNVC				139	3	3	-1	-1	99	99	0
 Phong Cuèn Tµn TuyÕt 2KNVC				139	3	3	-1	-1	102	102	0
§éc Ch­ëng 2KNVC				139	3	3	-1	-1	63	63	0
M¸u §ao §éc 2KNVC				139	3	3	-1	-1	65	65	0
§­êng M«n ¸m KhÝ2KNVC				139	3	3	-1	-1	43	43	0
m¹n Thiªn Hoa Vò2KNVC				139	3	3	-1	-1	54	54	0
LiÖt Háa Liªu Nguyªn 2KNVC				139	3	3	-1	-1	47	47	0
kiÕn Nh©n ThÇn  Thñ 2KNVC				139	3	3	-1	-1	122	122	0
Diªn M«n §a Tr¸i 2KNVC				139	3	3	-1	-1	119	119	0
Ph¶n ChØ LiÖt 2KNVC				139	3	3	-1	-1	145	145	0
néL«iChØ 2KNVC				139	3	3	-1	-1	153	153	0
 Tam Hoµn Tho¸t NguyÖt 2KNVC				139	3	3	-1	-1	267	267	0
H«  Phong  Ph¸p2KNVC				139	3	3	-1	-1	169	169	0
Cuång «i ChÊn §Þa 2KNVC				139	3	3	-1	-1	179	179	0
S¸t Th­¬ng §Þch NhËn §­îc Kinh NghiÖm %				176	15	15	-1	-1	0	0	0
S¸t Th­¬ng §Þch NhËn §­îc Kinh NghiÖm %				176	5	5	-1	-1	0	0	0
Sinh Lùc				85	399	399	-1	-1	0	0	0
Néi Lùc				89	399	399	-1	-1	0	0	0
Thêi  Gian Phôc Håi(HiÖn) 				113	48	68	-1	-1	0	0	0
Ma Ha Vo Luong2KNVC				139	3	3	-1	-1	19	19	0
Hàng Vân Quyêt sKNVC				139	3	3	-1	-1	31	31	0
Th©n Ph¸p (§iÓm)				98	16	20	-1	-1	0	0	0
Thöa Long QuyÕt KNVC				139	3	3	-1	-1	324	324	0
Thiªn  V­¬ng Th­¬ng  Ph¸p2KNVC				139	3	3	-1	-1	23	23	0
V¹n §éc Ch©mCh©m 2KNVC				139	3	3	-1	-1	40	40	0
Gi¶m Thêi Gian lµm chËm %				106	40	60	-1	-1	0	0	0
Th«i  S¬n Väng NguyÖt 2KNVC				139	3	3	-1	-1	385	385	0
 Tø  T­îng §ång Quy 2KNVC				139	3	3	-1	-1	82	82	0
Th©n Ph¸p (§iÓm)				98	4	8	-1	-1	0	0	0
TÜnh T©mQuyÕt 2KNVC				139	3	3	-1	-1	33	33	0
Kh¸ng §éc 20				101	15	20	-1	-1	0	0	0
Thóy Yªn  §ao  Ph¸p1KNVC				139	3	3	-1	-1	95	95	0
ph¶n ®ßn cËn chiÕn				117	16	20	-1	-1	0	0	0
TuyÕt ¶nh 2KNVC				139	3	3	-1	-1	109	109	0
V« H×nh §éc 2KNVC				139	3	3	-1	-1	69	69	0
§éc  S¸t Néi C«ng				172	25	35	-1	-1	0	0	0
 Ngò §éc  K× Kinh 2KNVC				139	3	3	-1	-1	75	75	0
Sinh Lùc				85	320	400	-1	-1	0	0	0
Thêi  Gian Phôc Håi(HiÖn) 				113	49	59	-1	-1	0	0	0
Truy T©m TiÔn 2KNVC				139	3	3	-1	-1	50	50	0
Néi Lùc				89	420	500	-1	-1	0	0	0
Ph¶n 2KNVC				139	3	3	-1	-1	45	45	0
Gi¸ng Long  Ch­ëng 2KNVC				139	3	3	-1	-1	274	274	0
§· TrËn 2KNVC				139	3	3	-1	-1	124	124	0
Sinh Lùc				85	420	500	-1	-1	0	0	0
Néi Lùc				89	320	400	-1	-1	0	0	0
Tµn D­¬ngTuyÖt M¸u2KNVC				139	3	3	-1	-1	135	135	0
Thiªn NhÉn  §ao  Ph¸p2KNVC				139	3	3	-1	-1	131	131	0
Néi C«ng (§iÓm)				100	22	30	-1	-1	0	0	0
Kh¸ng L«i 15				103	40	55	-1	-1	0	0	0
NhÊt KhÝ Tam Thanh Phï 2KNVC				139	3	3	-1	-1	178	178	0
Cuång  Phong ChÊn  L«i 2KNVC				139	3	3	-1	-1	176	176	0
Gi¶m §I THêi GIan Tróng §éc				108	50	60	-1	-1	0	0	0
Kh¸ng §éc 21				101	10	20	-1	-1	0	0	0
Kh¸ng §éc 22				101	10	15	-1	-1	0	0	0
Kh¸ng TÊt C¶				114	8	8	-1	-1	0	0	0
Kh¸ng Háa16				102	15	15	-1	-1	0	0	0
Gi¶m §I THêi GIan Tróng §éc				108	10	10	-1	-1	0	0	0
L«i  S¸t Néi C«ng				171	120	200	-1	-1	0	0	0
L«i  S¸t Néi C«ng				171	240	300	-1	-1	0	0	0
B¨ng  S¸t Néi C«ng (§iÓm)				169	240	300	-1	-1	0	0	0
Néi Lùc				89	180	240	-1	-1	0	0	0
Sinh Lùc				85	180	240	-1	-1	0	0	0
Gi¶m §I THêi GIan Tróng §éc				108	30	50	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	200	300	-1	-1	0	0	0
L«i  S¸t Néi C«ng				171	80	120	-1	-1	0	0	0
s¸t th­¬ng vËt lý hÖ Ngo¹i c«ng %				126	30	50	-1	-1	6	6	0
T¨ng TÊn C«ng ChÝ M¹ng3				146	3	5	-1	-1	0	0	0
§éc  S¸t Néi C«ng				172	50	60	-1	-1	0	0	0
ChuyÓn Hãa s¸t th­¬ng Thµnh Néi Lùc 4				134	6	10	-1	-1	0	0	0
Thêi  Gian Phôc Håi(HiÖn) 				113	45	55	-1	-1	0	0	0
Kh¸ng L«i 16				103	25	25	-1	-1	0	0	0
Gi¶m §I THêi Gian Cho¸ng				110	50	50	-1	-1	0	0	0
Kh¸ng TÊt C¶				114	22	22	-1	-1	0	0	0
Kh¸ng TÊt C¶				114	18	22	-1	-1	0	0	0
phßng thñ vËt lý				104	15	20	-1	-1	0	0	0
§éc  S¸t Néi C«ng				172	15	35	-1	-1	0	0	0
May M¾n 8				135	20	25	-1	-1	0	0	0
Th©n Ph¸p (§iÓm)				98	5	5	-1	-1	0	0	0
Søc M¹nh (§iÓm)				97	5	5	-1	-1	0	0	0
ThÓ Lùc				93	240	240	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng 1				218	60	60	-1	-1	0	0	0
Sinh Lùc				85	300	300	-1	-1	0	0	0
Néi Lùc				89	300	300	-1	-1	0	0	0
Kh¸ng Háa17				102	5	5	-1	-1	0	0	0
phßng thñ vËt lý				104	5	5	-1	-1	0	0	0
Kh¸ng L«i 17				103	5	5	-1	-1	0	0	0
Kh¸ng B¨ng  15				105	5	5	-1	-1	0	0	0
Kh¸ng §éc 23				101	5	5	-1	-1	0	0	0
Kh¸ng TÊt C¶				114	5	5	-1	-1	0	0	0
Sinh Lùc				85	100	100	-1	-1	0	0	0
Néi Lùc				89	100	100	-1	-1	0	0	0
Kh¸ng Háa18				102	25	25	-1	-1	0	0	0
phßng thñ vËt lý				104	17	17	-1	-1	0	0	0
Kh¸ng L«i 18				103	25	25	-1	-1	0	0	0
