Name	TransLife	CurrentLevel	CurrentExp	CurrentExpPercent
BaTrumNMC	5	154	7.048000004	27
KiÕm§åMaxx567	5	150	0	0
xexexe	5	150	24.003436621	75
hgrgrgrg	5	150	0	0
ConÙCu	4	150	0	0
dsadsadsadasa	5	150	0	0
MaxPhanDame	5	150	11.515812268	44
45t44343	5	150	0	0
dddddd	5	150	0	0
qd¸dffdasfdas	5	150	0	0
12d12d1d1	5	150	0	0
a4sd64asd4	5	150	0	0
¸dasdsadasd	5	150	0	0
h556y56	5	150	0	0
3242432432	5	150	0	0
hjhgjfxgdf	5	150	0	0
2d12d12d	5	150	0	0
Testttt	5	150	2.0937e-05	0
asdasd43432	5	150	0	0
NNGAMMY	5	180	29.117638359	28
qwgf5655	5	150	0	0
432423e23	5	150	0	0
wewerrrtrt	5	150	0	0
LaÙPhong	4	190	21.039879617	32
uuuuuuuuuuu56	5	150	0	0
QuangHiÒnTrÇn	5	164	13.238150431	22
DAICAKhoaiTo	5	158	32.015138884	83
45645sdf4	5	150	0	0
hjkhkhjk	5	150	0	0
NguyÔnThuThñy	5	175	80.111846562	89
wqweqwe	5	150	0	0
dfdafsfds	5	150	0	0
ConLonBua	5	150	0	0
SeverÙTrïm	4	150	0	0
DFGGFGFGHF	5	150	0	0
a4sd564a4d5	5	150	0	0
qweqweqw543241	5	150	0	0
H¶iÙGµÙBMTÙ47	4	150	2.913308592	22
qqwefsfsdf	5	150	0	0
AnNhien	5	150	20.501872864	80
ChoConÙCanDam	5	150	0.000246777	0
SetTuaTua	5	151	2.512548748	7
343242343242	5	150	0	0
4545e35we	5	150	0	0
trterter	5	150	0	0
tvchuy	5	150	0	0
Bª§ªÙ9	5	152	4.049042161	12
Bª§ªÙ8	5	152	6.051470109	18
Bª§ªÙ7	5	152	6.0510153	18
35353535	5	150	0	0
NgaMyJX	3	150	0	0
sdfsdfsdfsdf1	5	150	0	0
34535r3qwe	5	150	0	0
a65sd6a6sd66	5	150	0	0
Bª§ªÙ1	5	151	6.01	18
TLTest	5	150	6.003468153	23
32423432	5	150	0	0
q­qf3f	5	150	0	0
TheÙKing	5	191	30.091846353	23
htrhhgre	5	150	0	0
hjhgjklkl	5	150	0	0
jyhjtyrh5t	5	150	0	0
¸dasdasd	5	150	0	0
NSNDÙTVC	5	181	23.000016088	52
jhgjghjhg	5	150	0	0
•KhangÄSport•	5	155	19.13	49
GHJGHJGH1	5	150	0	0
yyyyyyyyt6656	5	150	0	0
tannat11	5	150	3.000046668	11
ÙÙZetÙÙ	4	190	31.824830515	49
KiÕm§åMaxx387	5	150	0	0
3333333333333333	5	150	8.001268223	25
KiÕm§åMaxx484	5	150	0	0
ytkftyjhk	5	150	0	0
ThuyYen01	5	150	2e-09	0
ThuyYen02	5	150	0	0
5DÙ003	5	163	25.940586463	74
VLXDÙDangÙKhoa	5	150	0.6007192	2
56a4s56d4	5	150	0	0
swwerwr	5	150	0	0
ghjghghjhj	5	150	0	0
thuthuy	5	150	0	0
655a4sd	5	150	0	0
KuÙBen	4	150	8e-09	0
chuasdo	5	180	4.999360002	11
HïngÙÙÙKen	5	180	1.000123613	0
§écÙTíiÙChÕt	4	150	0	0
TheÙEndÙÙ	5	152	3.499745123	13
THUYNMC	5	150	4.007453494	15
ShjgeoTokuda	5	200	0	0
ilkjljkl	5	150	0	0
LuuManh	5	150	0	0
wedqweqedqw	5	150	0	0
6y6y5yy5	5	150	0	0
ThanTienTyTy	4	151	8.400814845999999	65
B¾cÙC¸iÙ	5	150	0.399533456	1
H¾cÙV«ÙTh­êng	5	182	34.500002304	78
thanh1	5	150	0	0
ZzAziNgonZz	4	150	0	0
C¸Ù§uèiÙTL	5	150	5.618518043	21
fghgfhghgfh	5	150	0	0
qweqweqw	5	150	0	0
BONÙMAYÙNON	4	150	0	0
HoaÙMécÙNhi	5	2200	0	0
LaoTam	5	162	28.913583626	50
TestÙsever	4	150	0	0
thieulam	5	150	0	0
MocLong	5	151	0.009492395000000001	0
§­êngBÊtTµi	5	151	19.030525533	59
AloÙalo	5	152	19.029440994	59
wqeqweq	5	150	0	0
qwqwe123	5	150	0	0
HeNiKen	5	182	5.000000139	11
luongdinhthuc	4	150	0.101350862	0
hthrthgrte	5	150	0	0
454sedfdf	5	150	0	0
AnhÙÙ1	5	180	0	0
KiÕm§åMaxx594	5	150	0	0
4545d35sd2wsd	5	150	0	0
BèL¸oÙTN	5	180	37.000002626	84
dfdgfdfdgdfgdfgd	5	150	0	0
CïiÙX×ÙB¾p	4	189	7.115268828	12
asdsd23sed1	5	150	0	0
GiunCon	5	151	3.512254818	10
1ÙThêiÙaTÌo	5	150	25.005619812	97
2545845	5	150	0	0
eqweqweqwf	5	150	0	0
454fret212wa	5	150	0	0
46456456456	5	150	0	0
ytutyutyu	5	150	0	0
BinhÙGoldÙ	4	150	1.531e-05	0
2d2dsdsd	5	150	0	0
¸da1sd	5	150	0	0
fhfghfgh	5	150	0	0
hoangngaothien	5	150	0.512309053	2
hjghjhgj	5	150	0	0
5555555	5	150	0	0
1212123111	5	150	0	0
k7j767	5	150	0	0
DauVuong	5	180	14.026961655	13
CONLUANCT	5	150	0.000122023	0
NguDoc21	5	2010	0	0
6asd4f	5	150	0	0
§¸nhthuª04	5	152	24.201285418	94
NMÙNEÙKU	5	155	11.303000615	29
DFGDFGD	5	150	0	0
234324324324	5	150	0	0
ThiªnÙGi¸ngÙLong	5	151	17.783509517	69
hghjgh	5	150	0	0
a65sd6ads522dfg	5	150	0	0
KiÕm§åMaxx386	5	150	0	0
TháNhaiCá3	5	153	20.837879421	81
Qu©ngHiÒnTrÇn§M	5	150	0	0
Bª§ªÙQuÈyKiÕm	5	184	24.010179152	54
xcvxcv5vb	5	150	0	0
M¸M×Karaoke	5	180	0	0
656565	5	150	0	0
eqwqwqw	5	150	1.000031503	3
KiÕm§åMaxx526	5	150	0	0
jnh5ty54y543	5	150	0	0
BUOMÙXINH	5	2010	0	0
1ÙThêiÙTNK	5	150	1.000000612	3
alo112	5	150	0	0
loiÙchanÙt4	5	150	7.371068363	28
ChŞÙN¨mÙMayÙM¾n	4	177	5.539957645	12
gfhfghfghg	5	150	0	0
sdfsdsadfq	5	150	0	0
TháCon	5	150	8.993516271000001	35
ddddddddd	5	150	0	0
fghfghgfh	4	150	0	0
23423424234234we	5	150	0	0
XeÙÙTLB	4	150	0	0
ngudocgiao	5	150	1.3069e-05	0
18cmÙCLK	5	180	5.007500025	11
454545454	5	150	0	0
sdfsdfsfsdf	5	150	0	0
rrgrsee	5	150	0	0
skflhsdfsdf	5	150	0	0
Mét•Thêi•§·•Xa	5	169	6.303308515	9
CLÙBª§ª	5	156	28.00116408	87
ershtsrjrts	5	150	0	0
5656fgdfg	5	150	0	0
2342424324	5	150	0	0
VA000010	5	150	8.001502084	25
ertertet	5	150	0	0
3243e32	5	150	0	0
jhtyujhjhtyutyut	5	150	0	0
retretret	5	150	0	0
qweqweqeq	5	150	0	0
qweqweqwe	5	150	0	0
cxvxcvxc	5	150	0	0
CïiÙB¾p	5	192	11.790370202	9
TLDaoVCL	5	162	46.64933783	80
konapcard	5	150	2e-08	0
POMHKHK	5	150	8.001637376	25
0oDoc0Long	5	150	0.199501187	0
¸4d4a56sd	5	150	0	0
fsdfsdfsdfqdqa	5	150	0	0
KiÕm§åMaxx498	5	150	0	0
KiÕm§åMaxx496	5	150	0	0
0oÙHDKÙ3Ùo0	5	155	20.224394031	52
23424243	5	150	0	0
HGJGH1	5	150	0	0
lobjve	5	168	17.16941703	26
qweqwesada	5	150	0	0
TÏnÙTÏnÙ1	5	180	0	0
GHJFGHFGHFG	5	150	0	0
testbangchu	5	2200	0	0
3453453535ert	5	150	0	0
TiÓuÙYÕn	5	150	0	0
234243423234	5	150	0	0
rtrtretert	5	150	0	0
NTÙB×nhÙ01	5	150	8.646732472	33
NguÙDoc	5	161	40.4	70
sdfdsfds	5	150	0	0
FGHFGFGS	5	150	0	0
qwe2131	5	150	0	0
BĞoPh×Cute	5	175	74.500151284	83
gfhfghfghp	5	150	0	0
Lİnh§¸nhthuª02	5	150	0	0
mocnap1	5	150	0	0
99999999	5	150	0	0
5a5sd45a	5	150	0	0
345r34r3	5	150	0	0
234234234234324	5	150	0	0
ThieuLamDaiSu	5	150	2.000001386	7
5a4s5d5asd	5	150	0	0
32423423432	5	150	0	0
345353535	5	150	0	0
ChiÕnT­íng06	5	181	15.006987712	34
999asd5	5	150	0	0
ChiÕnT­íng05	5	183	43.512199705	98
565rtghrt456	5	150	0	0
HGJGHJ	5	150	0	0
ÙBÙCÙS	5	150	7.006818109	27
jiuouio	5	150	0	0
TATHANONE	5	150	4.9073e-05	0
AnhÙN¨mÙVuiÙvÎ	4	150	1.019273096	7
anev02	4	182	17.65	34
12d12d	5	150	0	0
gfdsgfdgdfgd	4	150	1e-09	0
234234234123	5	150	0	0
xcxc5z	5	150	0	0
12412213123	5	150	0	0
HuyÒnÙHoaÙHËu	4	190	48.068400273	75
GHJGHJGGH	5	150	0	0
HuúnhÄPhóc	5	166	4.830529007	7
pedai1113333	5	150	0.001203149	0
ChñTr¹iT«m	4	153	9.215426685000001	71
VinhÙSeeÙTN	5	180	0	0
KiÕm§åMaxx603	5	150	0	0
SsSsSsSsSs	5	150	6e-09	0
12312aa	5	150	0	0
zzztieuthuyzzz	5	150	0	0
o0oVIPo0o	5	180	1.830791117	1
••JohnÄWick••	5	160	38.281479581	66
fsdfsdfsdf	5	150	0	0
ZetÙNo4	5	159	1.702160629	4
asdsa2314qa	5	150	0	0
QWEQQEWQW	5	150	0	0
qweqeqdd	5	150	0	0
454dfgdfas12	5	150	0	0
BèÙGiµÙVP	4	150	3.107068383	24
a6s5d6a5sd	5	150	0	0
23423424234	5	150	0	0
zNHCzThuûLong	5	151	30.714025986	95
123zxc	5	150	0	0
LAMÙXUNG	5	2010	0	0
xx7up0	5	173	30.035215022	39
fdgdfgdfg	5	150	0	0
CµÙChµÙBÆcÙ	5	161	40.400000008	70
24323e2	5	150	0	0
LucLong	5	161	40.40015037	70
Play1Day	5	150	4.000846761	12
§¸nhthuª3	5	155	37.842173927	98
32ÌÌÌ234234	5	150	0	0
sehsthths	5	150	0	0
Akasuki	5	150	0.409658507	1
IronÙManÙI	5	150	0.17149831	0
V§ÙNgéKhØ	5	150	0	0
1231231213	5	150	0	0
05555555	5	150	0.237880205	0
ZetÙNo3	5	160	22.678487149	39
Nh­ÙMétÙConÙTr©u	5	190	0	0
ZetÙNo1	5	159	1.604674956	4
LamÙXungÙVN	4	150	6e-09	0
NgaThiMy	5	155	14.692485645	38
jfgdfg	5	150	0	0
DocTerP	4	168	12.633835284	39
dfgfgadrfqwrwq	5	150	0	0
GiaÙLinh	5	180	57.613350061	56
P»ngÙP»ng	5	150	1e-09	0
sdfsdf2	5	150	0	0
xx7up5	5	150	12.00011	46
TheÙEnd	5	163	48.811842112	84
ThoMaToc	5	156	16.459170501	42
XeTank2	5	150	0	0
MocDMN	4	185	14.066207187	24
avbeyrf	5	150	0	0
MrÙKha	5	159	2	5
erfefef	5	150	0	0
Th»ngÙBÖnh	5	180	0	0
HJGFHGFGF	5	150	0	0
gfhghgfh	5	150	0	0
56dfgdfdfg	4	150	0	0
á4d64564456asdf	5	150	0	0
3453453r3	5	150	0	0
¸®asda	4	150	0	0
TLBtank1	5	150	0	0
24234242	5	150	0	0
KiÕm§åMaxx578	5	150	0	0
ghjhgjghj	5	150	0	0
KiÕm§åMaxx577	5	150	0	0
yhrthtrhg6	5	150	0	0
BenÙ5K	4	189	29.738901135	51
HJHJKHJHJ	5	150	0	0
QuûÙHËu	5	151	5.641800482	22
KiÕm§åMaxx571	5	150	0	0
KûÙNiÖmÙTL	5	151	4.53	17
sadsdsdsd	5	150	0	0
5345345435	5	150	0	0
KiÕm§åMaxx570	5	150	0	0
qqerfewfwe3	5	150	0	0
TYCdynk	5	150	0	0
NMÙThÇnÙCh­ëng	5	150	0.002804894	0
sadsadasdasd	5	150	0	0
…ThÇn•Men…	5	182	1.033863906	2
§écThÊmVµoChim	5	150	0.501000114	1
DoanChiBinh	5	150	0.519809279	2
sdfsdfds	5	150	0	0
23423423	5	150	0	0
ghgfhfghgfh	5	150	0	0
5a4sd4gf5	5	150	0	0
CïiÙX×ÙB¾pÙI	4	189	49.107444649	85
grgfrrgftr	5	150	0	0
ewrwrwerwerw	5	150	0	0
121221	5	150	0	0
KûÙNiÖmÙTY	5	166	30.887020084	48
CµyÙTiÒnÙ4	5	151	26.00665778	81
­qdqadfafe	5	150	0	0
hacthuytiendddd	5	150	26.004292377	81
zNHCzCuongDoc	5	180	11.20000002	25
iugliulu	5	150	0	0
CµyÙTiÒnÙ1	5	151	26.006638688	81
TaoÙTuæiÙTh©n	5	168	54.694350604	85
b­ímÙcãÙ®éc	5	150	1.001954638	3
CµyÙTiÒnÙ3	5	151	26.006655995	81
ThİchTãcDµi	5	150	0	0
jkgjhjgh	5	150	0	0
qqereffws	5	150	0	0
qwxqwdwdqweq	5	150	0	0
tannat14	5	150	0	0
laydodung	5	150	0	0
KiÕm§åMaxx615	5	150	0	0
rtgrtert	5	150	0	0
12314qwe	5	150	0	0
B¹chÙThiÓn	4	150	0	0
ádf54ase564sf6fs	5	150	0	0
TriÖuÙTöÙLong	5	182	83.36901110700001	81
qdqdfq2	5	150	0	0
12312e12e	5	150	0	0
LaoDai	5	150	22.198538758	86
gfhfghfgh6	5	150	0	0
qdfqwcacac	5	150	0	0
gregrsgersg	5	150	0	0
KiÕm§åMaxx610	5	150	0	0
yyyyyyyyy7	5	150	0	0
V­¬ngÙBĞo	4	191	0.200000003	0
thj5yh6y56y5	5	150	0	0
VòngÙTµuChilll	5	150	1.998909666	6
34343weqwe121	5	150	0	0
EÙNÙDÙGÙAÙMÙEÙ05	5	150	18.501639278	57
ThÒmÙThŞtÙThá	5	150	0	0
•ChŞ•Ä•§¹i•	5	184	95.326430703	93
xeÙcêhã03	5	180	0.51	0
BXÙHoaÙVµngÙ	5	151	10.67595788	41
TestÙ4	5	150	2.1518e-05	0
DuongTamTang	5	150	8.7224e-05	0
§écV­¬ng	4	150	9.223e-06	0
KiÕm§åMaxx521	5	150	0	0
ThanhNuJAV	5	2010	0	0
123123qw	5	150	0	0
BusanKorean	5	2200	0	0
fdsfsdfs	5	150	0	0
fsfsfsdf	5	150	0	0
sdsfsffsdf	5	150	0	0
ÙÙÙÙÙÙÙÙ	5	180	0	0
dfcv5fd	5	150	0	0
56a56sd5	5	150	0	0
rfwerfwfwsf	5	150	0	0
dasfdsf34asd2	5	150	0	0
MétÙThêiÙ§·ÙXa	5	160	41.210905414	71
TestDM	5	150	18.220741977	71
HoaÙMocÙLan	5	159	2.499870037	6
hgjkhkhgjh	5	150	0	0
FanÙNgaMy	4	150	7.985362024	62
thghfgh	4	150	0	0
fdhgfhgf	5	200	0	0
23423423424	5	150	0	0
6as4d4asd564	5	150	0	0
LongDÔTh­¬ng	4	189	5.780078999	10
ÙÙÙVuiÙÙ	4	150	0	0
PhiADM7	4	185	14.560187869	25
PhiADM8	4	185	14.560107326	25
LamÙPh­îngÙHoµng	5	155	15.035241326	46
Ng­êiÙT×nhÙSèÙ1	4	150	0	0
gfjhjghjh	5	150	0	0
LoLiÙPop	4	185	14.42	25
Covid2021	5	150	9.416181659999999	36
q©fasdfdas	5	150	0	0
Tr©uBß	5	180	25.199979982	24
dsfsfsf	5	150	0	0
xx7up19	5	150	12.000396637	46
23444423424	5	150	0	0
langtu	5	167	63.793651828	99
DuongHao	5	2200	0	0
213123123d	5	150	0	0
frwerwer	5	150	0	0
3242341	5	150	0	0
trhtdrhtr	5	150	0	0
KiemCui	5	150	22.61754747	88
aaaaaaaaaaaaaa3d	5	2010	0	0
2342342434	5	150	0	0
a65s4d65ad	5	150	0	0
TrÇnÙC«ngÙTö	5	150	0	0
123456¸d5	5	150	0	0
MaxÙDM	5	150	0	0
rtyrty25	5	150	0	0
efsdfsdfe3	5	150	0	0
htyhtht	5	150	0	0
rehssht	5	150	0	0
GoiBoLaBon001	5	158	24.206665992	63
KiÕm§åMaxx606	5	150	0	0
CafeÙS÷a	5	172	62.863264776	81
Bª§ªÙ17	5	151	31.04843198	97
213123123q	5	150	0	0
sdfsdfsdfdsf	5	150	0	0
ÙÙÙVuiÙÙÙ	4	185	14.06	24
LçiÙLÇmÙNo3	5	180	21.04648631	20
B¸chHoa	5	153	20.1	78
DocÙcoÙbac	5	150	8.371552763	32
hfdgsdfgsd	5	150	0	0
MAYÙTHANGÙTRAU	4	182	17.95	35
KiÕm§åMaxx297	5	150	0	0
qweqweqweeew	5	150	0	0
­erwerwer	5	150	0	0
ÙÙVÒÙ§©u	0	150	0	0
56a4f©	5	150	0	0
ThÇy¤ngNéi	5	150	1.522782995	5
Vaicailin	5	180	0	0
gfgggfgfg	5	150	0	0
1111qqqq1	5	150	0	0
reeeeeterterte	5	150	0	0
dsadasdasdas1	5	150	0	0
12313qwe	5	150	0	0
bulzneem	4	150	0	0
Long§ÑpTrai	4	189	8.543133607	14
DarkMoon	5	180	0	0
­efwfwsfw	5	150	0	0
•XaÄT¨ng•	5	176	77.837197355	86
3434df345dfg	5	150	0	0
NhiÙ§ÇuÙGÊuÙ2	5	150	10.267468693	40
Bª§ªÙ11	5	152	6.012657114	18
L«iÙChÊnÙTö	5	150	3.009932164	11
45646464564	5	150	0	0
qweqwrqwrqw	5	150	0	0
BÊtÙHèi	5	150	1.000177417	3
sdfsdfsdf11	5	150	0	0
565rfg23s1	5	150	0	0
asdas555555	5	150	0	0
gfsdgsdgvdfsg	5	150	0	0
qedfefwsfwe	5	150	0	0
waygreshyt	5	150	0	0
NDT2222	5	151	5.336002007	20
VLXDÙKhoa	5	150	0.602815324	2
oooOngNoiooo94	5	150	20.243216794	79
GHGHJGHJ1	5	150	0	0
ydjtyjyt	5	150	0	0
hahahhahaha	4	182	17.78	34
VLÙTiÓuÙTh­	4	151	2.000870011	15
Apologizee	5	180	2e-09	0
ronaldo	5	180	12.00000356	27
B­¬mÙXanh	5	153	2	6
k6u6u676	5	150	0	0
SîÙCh­aÙTh»ngÙEm	5	151	14.313219648	55
ÙM¹nhÙÙ	5	150	0	0
TöÙLinh	4	152	0.207419592	1
XeNgaMy	4	150	3.811541561	29
q­dqafadf	5	150	0	0
BacCai	5	150	8.644215264	33
43242e23e	5	150	0	0
uuuuuuuuuuu56775	5	150	0	0
dsad343as1	5	150	0	0
0777777777777	5	150	0.23728561	0
luiglilg	5	150	0	0
Test123	3	150	0	0
Ngamibuff2	5	163	11.003136302	31
sdfdfdfd	5	150	0	0
tyuytrh	5	150	0	0
ThuúÙNga	5	150	0	0
lethithuy	4	150	5.825743271	45
PSÙTLD	5	150	17.002440831	53
ewrerfgedrtfs	5	150	0	0
q­qwqw112	5	150	0	0
VinhÙSeeÙVD	5	180	0	0
GHGJGJGH	5	150	0	0
5docbua	5	154	11.038313177	43
TrÎÙTr©u	5	180	0	0
DuongÙMon	5	162	33.970625516	97
345345345345	5	150	0	0
weqrqwer	5	150	0	0
XeÙÙNMK	4	150	0	0
MOCDMN	5	150	4.007623724	15
•Trang•Ä•99•	5	175	62.238882792	69
TnHieub5	5	184	4.004000618	9
TaoDoubkill	4	150	4.115554928	32
qrfsfsdfs	5	150	0	0
CµyÙTiÒnÙ2	5	151	26.006715416	81
CµyÙTiÒnÙ5	5	151	26.006597602	81
mmmmmmmmmmmmmmmm	5	150	0	0
NyCoTocDai	5	156	30.221273717	78
ÙÙABCÙÙ6	5	162	34.242409584	59
qfewfeag	5	150	0	0
gfhhgfhfgh	5	150	0	0
gfthfghgf	5	150	0	0
11553445543	5	150	0	0
a5sd5asda5s4d	5	150	0	0
JudoÙB¾c	5	174	11.25126263	14
qdqadafda	5	150	0	0
zxcvxv45	5	150	0	0
434534543	5	150	0	0
gfgfgfg56	5	150	0	0
NheQua	5	150	18.294842328	71
5a56sd465a4d	5	150	0	0
CauBeBeoPhi	5	174	39.5277104	51
¸d545a1ds	5	150	0	0
TrÎÙTr©uÙ3	5	180	0	0
namdoc	4	150	4.703299045	36
XoaAccc	4	150	0	0
uykjyimik	5	150	0	0
DMEmKimCoBong	5	150	0.799743762	3
DungÙNhi	5	165	10.000000083	28
XeÙÙ5DOC	4	150	2.6e-08	0
LamTartarus	5	150	0	0
V¹nÙ§écÙTÜnh	5	181	62.60105142	61
T×nhÙTïÙTéi	5	180	0	0
DuongCuu	5	150	6.003693386	23
NeVerMisR	5	150	25.191808058	98
qweqeqeq	5	150	0	0
Ladykiller2	5	150	3.50550483	13
KiÕm§åMaxx342	5	150	0	0
jyuyuyuy6	5	150	0	0
gfgrfgr6	5	150	0	0
asdfas11111	5	150	3.201142397	12
trhytdjytj	5	150	0	0
ÙÙABCÙÙ7	5	162	12.882454367	22
trtererre	5	150	0	0
iylgiglg	5	150	0	0
wqeqewqeqwq	5	150	0	0
6as65d46a4sd4	5	150	0	0
TiÕngGäiGiangHå1	5	152	25.456046215	99
TiÕngGäiGiangHå2	5	161	49.198094849	85
daafafa	5	150	0	0
Akasukiii	5	150	0.205906006	0
ándkjasd3	5	150	0	0
C¸ÙBãp2	5	2200	0	0
KINGÙ17	5	187	16.118581113	36
eddddd	5	150	0	0
56a6sd5d65	5	150	0	0
VinhÙSeÙDM	5	180	0	0
TiÕngGäiGiangHå3	5	153	2.637322529	10
rtftrwewfg	5	150	0	0
kfyukuyfk	5	150	0	0
TuLaThæ	5	151	8.500000039	33
TraiÙGiangÙHå	5	180	10.904562778	10
QaiÙThai	0	150	0	0
____C«_Long___	5	166	26.588240792	41
zxcascascasc	5	150	0	0
hgkjhkhjk	5	150	0	0
Sa…Ma…KhaÙ@1	5	150	8.646732472	33
VuongÙKiemÙ4	5	150	0	0
…•“–BĞo–“•…@	5	362	23.896078988	41
thtyhhrth	5	150	0	0
dfhfdjhdfgjh	4	185	14.05	24
xeÙcêhã01	5	180	0.703500009	0
CÈmÙLy	5	180	19.00000001	43
GaiMaiDam	5	150	9.6242e-05	0
xeÙcêhã02	5	180	1.203000084	1
ôhkuyhkuyjk	5	150	0	0
345345345324	5	150	0	0
KiÕm§åMaxx461	5	150	0	0
yeuÙemÙdi	4	185	14.2	24
KiÕm§åMaxx462	5	150	0	0
qwdqweqwe	5	150	0	0
adwqdwed21	5	150	0	0
VjpPro2022	4	151	2.300500009	17
NguÙÙDoc	5	161	8.000000128	22
L·oÙGiangÙHå	5	180	0.103	0
ttertewee	5	150	0	0
VictorHugo	5	150	0.506089523	1
DM123123	5	150	0	0
MrÙAnh	5	180	0	0
1ÙThêiÙ03	5	172	33.850482031	44
ThiªnÙCL	5	153	8.426007286999999	32
wqewqe	5	150	0	0
KiÕm§åMaxx454	5	150	0	0
1231312312	5	150	3.000102387	11
dddddddddddddd	5	156	26.185498195	68
5dGiaKy	4	150	0.817537989	6
hacthuythan	5	150	0.003072878	0
hjghjghjgng	5	150	0	0
tttttttttttt	5	150	0	0
asdasdasdas	5	150	0	0
gghjghj	5	150	0	0
HoaGiã	5	161	48.585612977	84
fghgfhgfh	5	150	0	0
5Ù§écÙNhµnÙKA	5	150	0	0
34534535345	5	150	0	0
B¸tÙGiíi	5	165	20.340615089	31
ThaÙEm	5	165	22.652001828	35
giukgyikli	5	150	0	0
34534553	5	150	0	0
ChiÕnThÇnBT	0	150	0	0
NĞÙTaoÙRaÙ2	5	150	0.210440937	0
sadsadasd1	5	150	0	0
LoveMoney3	4	150	0.000102971	0
L«iÙ03	5	150	1.000000001	3
L«iÙ02	5	150	1	3
L«iÙ05	5	150	1	3
ghjghjghjhgj	5	150	0	0
hgfdgfgfg5	5	150	0	0
I®åTèpLèp	5	154	1.318867554	5
dfgdgdfgh	5	150	0	0
KiÕm§åMaxx349	5	150	0	0
qwfwfwsf	5	150	0	0
BenÙ15K	4	191	30.699597878	47
12313123qw	5	150	0	0
fdfsfsfsdf	5	150	0	0
dfsgdasdasd	5	150	0	0
DaiKieu	5	152	10.197704733	39
NhiÙ§ÇuÙGÊuÙ3	5	150	0.042201288	0
dfdasfsdfsd	5	150	0	0
vgnvbnvbnvb	5	150	0	0
hgjkkjhk	5	150	0	0
Vaaaaaa	5	150	0.000103012	0
wewrwer	5	150	7.000004312	27
ggrgrg	5	150	0	0
5d45g4s	5	150	0	0
NgamIChuong	5	150	0	0
2132312	5	150	0	0
ThiªnÙThñÙPhïÙ§å	5	393	56.382199988	44
6786868	5	150	0	0
VinhÙSÖÙTL	5	188	12	27
111q111q	5	150	0	0
Bª§ªÙ14	5	152	6.012829955	18
Bª§ªÙ15	5	152	6.012698657	18
Bª§ªÙ16	5	152	6.012672075	18
jkhjkhjk	5	150	0	0
Bª§ªÙ18	5	152	6.012665335	18
Gi¶iÙTrİ	4	189	10.301151126	17
Hiphop	5	150	20.501370579	80
999sd5sd	5	150	0	0
hgjghjghjjjh	5	150	0	0
TuanBG	5	150	6.227e-05	0
TèngÙGiang	5	150	0	0
KiÕm§åMaxx539	5	150	0	0
…•§¹i•Ca•…CBR	5	174	59.999328708	78
sadasdasdzzz	5	150	0	0
xx7up1	5	167	3.494139801	5
Black77	4	150	2.000144299	15
VlEzzzzz	5	150	0	0
HaiVDQ	5	150	22.655127243	88
ewe23dwdw	5	150	0	0
TestÙ1Ù	0	180	0	0
NEW005	5	182	8.000080303000001	18
ttttttttttt4	5	150	0	0
NEW003	5	153	11.035850742	34
NEW004	5	153	11.040968952	34
mrzero	5	161	40.48	70
sadasdasd	5	150	0	0
VinhÙSeeÙTV	5	180	0	0
CoiSoCiu	5	150	0	0
Bª§ªÙ10	5	152	6.05101231	18
ZzzCzzZ	5	150	12.71301782	49
Bª§ªÙ12	5	152	6.050985314	18
Bª§ªÙ13	5	152	6.012701899	18
PSÙTND	5	150	17.00200345	53
TóÙHóÙ	5	180	1.133551694	1
TèpÙ§¹iÙCa	5	150	0	0
glhlhjhg	5	150	0	0
FGHFGHFGH1	5	150	0	0
BĞÙHétÙLuÙ	5	180	5e-09	0
jyjhrtyh6	5	150	0	0
ThoDia	5	150	7.421560671	28
DMTEmkimCoBong	5	150	0.799242262	3
NEW002	5	153	15.040145872	47
NgAãÙ02	4	162	3.9000006	13
Ù49Ùf1	5	150	0	0
BÇuÙTV2	5	190	30.500028122	58
1qwewew	5	150	0	0
•1m72ÙÄÄÙ18cm•	5	180	12.006110005	27
sdfsdfsdfzz	5	150	0	0
ChÕtÙMÊtÙX¸c	5	158	2.8	7
11111111111	5	180	37.409590382	36
HRTHUYNM	5	150	6.007503316	23
994552er	5	150	0	0
ConLonKiemKhach	4	150	2.413523404	18
asdfghj1	5	150	0	0
TiÒn§ångKhãa	4	191	5.482785089	8
fdgfdhr	5	2200	0	0
BXÙHoaÙHångÙ	5	151	12.46301645	48
ytjtyjfyt	5	150	0	0
ZzZzZz	4	185	14.4	25
yujyjfy	5	150	0	0
conlonbua	5	154	2.436674252	9
BĞÙPhôhå	5	150	0	0
Anikulapo	5	150	9.001353088	28
CLKEmKimCoBong	5	150	0.300247814	1
ATrieu01	4	150	0	0
FanÙC«nÙL«n	4	150	6.825265402	53
2313123qwe	5	150	0	0
NuVuong	5	179	54.558139125	60
tthtfjt	5	150	0	0
HoangHongTim	5	201	0	0
aaaaaaaaaaa3	5	160	0	0
ConÙ§iªn	5	2200	0	0
GHFHFGHFG	5	150	0	0
234234234324324	5	150	0	0
ÙXeÙ3Ù	4	189	19.050020001	33
zNHCzMécLong	5	151	17.202303903	53
24342334	5	150	0	0
gfhfghfgha	5	150	0	0
dfgdfgdfg16	5	150	0	0
nicolike	4	150	0	0
TuÙLinh	5	151	16.005896204	50
AutoÙPkÙTãpÙ1	5	150	0.862190379	3
ghrujy5e	5	150	0	0
